# Forces            
# CofR              : (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)
# Time              forces(pressure viscous porous)	moments(pressure viscous porous)
1.35                	((2.805421861447e-02 -3.297579161178e+00 3.388127893700e-20) (-3.710080470526e-02 -6.557232519298e-02 -5.918630209955e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.000942030884e-19 -2.804376336087e-19 -2.334588451590e+01) (-3.411958273808e-17 5.540246502990e-17 -3.177163209896e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.355               	((-1.909364972673e-01 -4.205908173656e+00 5.296589102523e-20) (-7.611002165528e-02 -5.945241699757e-02 -2.741390788319e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((3.067838147574e-19 -4.756080761493e-19 -2.982843808799e+01) (-1.604741674653e-17 2.341731910257e-17 -4.421844024986e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.36                	((-4.074832292375e-01 -5.008593743960e+00 3.721683269591e-20) (-1.110819822978e-01 -5.086612173988e-02 -2.284045294470e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.246787799508e-19 -2.360979785288e-19 -3.558948865069e+01) (-1.333635945317e-17 1.827051237303e-17 2.251770402298e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.365               	((-5.873032389487e-01 -5.640576427864e+00 2.596413211059e-21) (-1.380366992761e-01 -4.222940071242e-02 3.505941781807e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.159535877969e-20 1.358506164222e-20 -4.026979761846e+01) (2.017774097907e-17 -2.995569739664e-17 4.488301948523e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.37                	((-7.079296464013e-01 -6.073145125390e+00 8.839226371163e-20) (-1.562130097082e-01 -3.293539515311e-02 2.479261794262e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.110129260857e-19 -7.407991160432e-19 -4.374350269896e+01) (1.407078392699e-17 -2.144667083838e-17 6.297571148405e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.375               	((-7.620058987554e-01 -6.390693128548e+00 1.075541725211e-19) (-1.664264140799e-01 -2.511301383778e-02 4.210729293680e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.340912819389e-19 -8.188027982489e-19 -4.657642917365e+01) (2.412241690486e-17 -3.764966377086e-17 7.549990853084e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.38                	((-7.447146997755e-01 -6.498265765413e+00 -1.228321255899e-19) (-1.704826941260e-01 -2.036665001708e-02 2.950852750397e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-7.224645037983e-19 9.876990396793e-19 -4.809476818029e+01) (1.661110693450e-17 -2.872142499572e-17 8.205977459138e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.385               	((-6.654266024638e-01 -6.352300214062e+00 1.299472014086e-19) (-1.712961368781e-01 -1.648683601885e-02 -4.355929534475e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((7.539286202306e-19 -1.141323810290e-18 -4.789881042073e+01) (-2.422833884145e-18 5.424722202874e-18 8.622574846760e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.39                	((-5.405918243659e-01 -5.899201956302e+00 1.045848425772e-20) (-1.710984353335e-01 -1.246507102699e-02 -6.868790750497e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.704998075737e-20 -1.124548224245e-19 -4.547350191503e+01) (-3.997160652979e-18 5.458105058556e-18 9.007900604772e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.395               	((-3.967705339169e-01 -5.153739304141e+00 -2.068474840524e-21) (-1.704227992647e-01 -8.563590828090e-03 -1.850965225871e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.974149198110e-21 5.175720242043e-20 -4.075767785434e+01) (-1.054617979905e-17 1.978337256619e-17 9.366270940691e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.4                 	((-2.611363572994e-01 -4.140881449133e+00 -3.151401043976e-20) (-1.679075526665e-01 -3.946874079498e-03 1.499007170533e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.871949469400e-19 2.576328319796e-19 -3.382428459143e+01) (8.918857809981e-18 -1.164254478476e-17 9.679183379017e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.405               	((-1.561900640152e-01 -2.973169268209e+00 -4.987516493210e-20) (-1.633372658169e-01 1.295318574995e-03 -8.149165671269e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.974282817055e-19 4.281447165065e-19 -2.543795453248e+01) (-4.843890694546e-18 6.658605645817e-18 9.915371433186e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.41                	((-9.229241262784e-02 -1.751482103300e+00 -1.938205383423e-20) (-1.569964347641e-01 6.366763884914e-03 -1.330535046732e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.186258367189e-19 1.274609425957e-19 -1.632903372873e+01) (-8.071107319946e-18 8.373220400414e-18 1.002298075430e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.415               	((-6.808438528148e-02 -5.814809304553e-01 1.330747792926e-20) (-1.498312247634e-01 1.075304047213e-02 3.812782143406e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((7.947726620863e-20 -1.089192012190e-19 -7.295141722573e+00) (2.307638850176e-18 7.545468661628e-20 1.001709717448e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.42                	((-7.572045161234e-02 5.027764545998e-01 -2.418850894102e-20) (-1.427571953497e-01 1.429225349840e-02 -1.510089358158e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.457202702697e-19 1.687114102485e-19 1.346935154373e+00) (-9.200986101104e-18 1.238375859967e-17 9.943604941602e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.425               	((-1.049271235312e-01 1.514005319177e+00 4.503434148049e-20) (-1.361750475867e-01 1.648082220464e-02 3.514434965397e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.731200395216e-19 -3.058125762822e-19 9.632337664260e+00) (2.099922201511e-18 -1.369115767981e-18 9.782368384700e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.43                	((-1.449560307643e-01 2.483663244579e+00 8.454910075430e-20) (-1.304904846646e-01 1.703302565606e-02 -1.087673773723e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.143472807466e-19 -5.563077900871e-19 1.770679586659e+01) (-6.574155177575e-18 8.071227882641e-18 9.528919662422e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.435               	((-1.842172125024e-01 3.444187340217e+00 -1.213867341239e-19) (-1.255557726490e-01 1.635287057435e-02 2.025382774694e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-7.339637005590e-19 7.832418170249e-19 2.574098941819e+01) (1.191661608955e-18 2.717337730524e-19 9.204313463844e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.44                	((-2.093829567680e-01 4.390976544715e+00 4.668138623378e-20) (-1.208246115555e-01 1.461470359510e-02 -8.158308443556e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.843813876737e-19 -3.104276202013e-19 3.361696027283e+01) (-5.033475063158e-18 6.247881980909e-18 8.788881701224e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.445               	((-2.067829528936e-01 5.265636483518e+00 -7.788512313066e-20) (-1.159006928697e-01 1.224321014497e-02 -3.519631160249e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.756975675785e-19 5.340348231245e-19 4.078537124142e+01) (-2.125223180900e-18 7.309027918546e-19 8.300911046801e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.45                	((-1.671390279345e-01 6.030024720147e+00 1.338592181878e-19) (-1.105702947959e-01 1.028372078875e-02 -2.418005622088e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((8.136224806651e-19 -9.443788388590e-19 4.687795029490e+01) (-1.502157241185e-18 2.467328536573e-18 7.810962708583e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.455               	((-8.924875726960e-02 6.599112750228e+00 -4.376658460883e-20) (-1.054459239827e-01 7.555636101983e-03 -3.776028090643e-20) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.650441478291e-19 3.220063839423e-19 5.119176459028e+01) (-2.170272867441e-19 -7.806294241009e-19 7.259953733490e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.46                	((1.908653773300e-02 6.848086976643e+00 -9.927677576767e-20) (-1.015611530217e-01 5.134281989259e-03 6.478268201629e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-6.007219703609e-19 6.937217282694e-19 5.283047882075e+01) (3.924931190518e-18 -6.663378532616e-18 6.813644076492e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.465               	((1.415374778781e-01 6.712487836401e+00 3.935279801162e-20) (-1.001758389258e-01 2.025089693261e-03 -1.517172354538e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.382629494802e-19 -2.433359167585e-19 5.138749622625e+01) (-9.072393664531e-18 1.005356133728e-17 6.455407550015e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.47                	((2.542662895580e-01 6.167388984412e+00 -7.892546152572e-20) (-1.014256346296e-01 -2.429579003763e-03 -1.637405755977e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.744384126651e-19 5.683710082552e-19 4.678218511877e+01) (-9.834356692831e-18 1.272447793558e-17 6.129216039017e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.475               	((3.350817383877e-01 5.292427346761e+00 -4.861717049585e-20) (-1.058699487024e-01 -7.527457198866e-03 8.946376489999e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.871255100213e-19 3.864472279387e-19 3.976679505784e+01) (5.353988809590e-18 -6.078988779344e-18 5.927610998087e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.48                	((3.747776383879e-01 4.249355977402e+00 -4.364908725779e-20) (-1.130666723497e-01 -1.315677743371e-02 1.580551995673e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.605058188621e-19 3.806054592737e-19 3.168041378732e+01) (9.486075257002e-18 -1.178016077836e-17 5.833456071679e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.485               	((3.815007828898e-01 3.214041578535e+00 -9.316101308426e-20) (-1.222274298708e-01 -1.897391381941e-02 1.295784654171e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.561237939827e-19 6.678852270535e-19 2.387142476616e+01) (7.589622608613e-18 -1.119275470297e-17 5.829847526803e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.49                	((3.602577458782e-01 2.240229129881e+00 -3.921522658846e-20) (-1.338713897868e-01 -2.351266984755e-02 8.055966753655e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.350264511168e-19 2.919616520826e-19 1.666877766989e+01) (4.739134170586e-18 -7.309464708266e-18 6.085543390504e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.495               	((3.104581026091e-01 1.282343315865e+00 3.297724645271e-20) (-1.485875232323e-01 -2.597811120322e-02 -2.596991017307e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.956319949125e-19 -2.289139362912e-19 9.685119266072e+00) (-1.331625353246e-18 3.830650672263e-18 6.708355389550e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.5                 	((2.362640087840e-01 2.878788782355e-01 -6.456064505210e-20) (-1.645965934909e-01 -2.678622532985e-02 1.686059934996e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-3.846097484121e-19 5.720511967201e-19 2.477845561483e+00) (9.782683922336e-18 -1.664516976191e-17 7.567969915459e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.505               	((1.561997574534e-01 -6.985003873889e-01 -1.837538080334e-19) (-1.801025253682e-01 -2.695266864079e-02 -1.379402477786e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.091847351253e-18 1.489860674783e-18 -4.678915196583e+00) (-7.978111872487e-18 1.150718679715e-17 8.470806201033e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.51                	((9.481742863380e-02 -1.608770139225e+00 3.236582722014e-20) (-1.923829024449e-01 -2.765062616066e-02 -1.714775811957e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.962566161244e-19 -2.046560360147e-19 -1.133283796711e+01) (-1.001993556360e-17 1.413131811682e-17 9.158438379196e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.515               	((6.287882659706e-02 -2.415922993154e+00 5.486880935347e-20) (-2.000120876546e-01 -2.857742720928e-02 -2.364001477869e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((3.256219716854e-19 -5.062766049946e-19 -1.735624137231e+01) (-1.387113383919e-17 2.065308352945e-17 9.575951525344e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.52                	((6.907656428010e-02 -3.119498462036e+00 -1.883275100833e-19) (-2.015990967617e-01 -3.078741307357e-02 -1.708372972729e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.130305154285e-18 1.407787315660e-18 -2.276469387497e+01) (-1.012776165302e-17 1.400789790003e-17 9.547944186842e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.525               	((1.124049686888e-01 -3.763908212810e+00 -2.752111339362e-21) (-1.960151650341e-01 -3.349833480851e-02 -1.816927559542e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.843514473558e-20 8.047652327852e-20 -2.791463854044e+01) (-1.098022028099e-18 2.111795244890e-18 9.069105647839e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.53                	((1.915995011814e-01 -4.385736646739e+00 -4.895459638735e-20) (-1.816748275165e-01 -3.653443327628e-02 1.259776347314e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.963915683775e-19 3.415997002008e-19 -3.312037922691e+01) (7.654710054879e-18 -1.313962387148e-17 8.046741348321e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.535               	((3.095046421869e-01 -5.084662412858e+00 6.406858103437e-20) (-1.578767325482e-01 -3.789824745419e-02 -5.703470602608e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((3.833452415407e-19 -3.896002232313e-19 -3.925574807087e+01) (-3.412702552176e-18 3.193949288183e-18 6.594156829151e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.54                	((4.827987210032e-01 -5.992938176749e+00 9.780177611126e-20) (-1.254104778781e-01 -3.606720704663e-02 -1.770087964197e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.909433961139e-19 -6.173162050328e-19 -4.752170919173e+01) (-1.086437201014e-17 1.246306617391e-17 4.871168238010e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.545               	((7.376022369358e-01 -7.149954631806e+00 8.435493719009e-21) (-8.607257807935e-02 -3.130463793154e-02 1.697832734375e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.307870024388e-20 3.441218433998e-21 -5.842170340139e+01) (1.056305659702e-18 -8.624174833304e-19 2.923272474626e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.55                	((1.075495868486e+00 -8.366056007892e+00 1.957873854177e-20) (-4.579850803773e-02 -2.514228455489e-02 -2.098110826578e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.302213755633e-19 -2.031166709881e-19 -7.042064979275e+01) (-1.420100726898e-18 2.535215771579e-18 9.427429347551e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.555               	((1.435832940203e+00 -9.206979041232e+00 -2.280081379405e-19) (-1.446356932688e-02 -1.727939766679e-02 -1.227355417266e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.413261097425e-18 1.651677540703e-18 -7.965283527899e+01) (-8.258594895381e-18 1.310696463383e-17 -4.061253746846e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.56                	((1.703264214464e+00 -9.252907759741e+00 -3.748496020330e-19) (4.136802512529e-04 -8.441768713766e-03 -1.114227971039e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.359292588718e-18 2.809718124222e-18 -8.197161455555e+01) (-3.921243052248e-19 -5.173324943626e-19 -6.696104173841e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.565               	((1.777777664208e+00 -8.442343278395e+00 -3.267626214078e-19) (-4.654906578820e-03 5.311587689391e-04 1.237744320627e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.084165119827e-18 2.524698277651e-18 -7.621978217372e+01) (7.447462318468e-18 -7.042158176110e-18 3.752881760391e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.57                	((1.618283552396e+00 -6.995031591220e+00 1.078002712085e-19) (-2.935814663442e-02 8.804576949220e-03 3.032685584503e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.770211889814e-19 -7.821827059236e-19 -6.391817251833e+01) (1.951657242648e-17 -2.318301297948e-17 2.692031729303e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.575               	((1.238415176545e+00 -5.156186676817e+00 7.193339486065e-20) (-6.891147298022e-02 1.441037296286e-02 -2.720247139864e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((4.021283688697e-19 -3.299400973497e-19 -4.711798156396e+01) (-1.816296278509e-17 2.281355134597e-17 5.828010493348e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.58                	((6.772008044476e-01 -3.066216186331e+00 -7.785700811954e-20) (-1.165371948697e-01 1.503224587947e-02 -7.228421276972e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.123904650271e-19 6.533944206498e-19 -2.718975877972e+01) (-5.366047537162e-18 7.614277613264e-18 9.144724298673e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.585               	((5.090322887294e-02 -9.881307347832e-01 2.771921696288e-20) (-1.641456871197e-01 1.266339556945e-02 3.725343084906e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.511988683714e-19 -1.052590514890e-19 -6.939425015852e+00) (2.646969740005e-17 -3.570093915588e-17 1.221939505066e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.59                	((-4.921223112265e-01 7.774353146724e-01 -1.360539274440e-19) (-2.045518149494e-01 6.535021478417e-03 1.445472547351e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.631169084308e-19 9.521395396899e-19 1.030022422270e+01) (9.505675559436e-18 -1.138977657482e-17 1.445859847287e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.595               	((-8.636204657816e-01 2.108747538060e+00 -2.633343057755e-19) (-2.332882739930e-01 1.862257548887e-03 -1.747486152505e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.716524689433e-18 2.052027211924e-18 2.297421511653e+01) (-1.187875541541e-17 1.505781000431e-17 1.598351814120e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.6                 	((-1.039825174120e+00 3.018114083859e+00 5.230651110539e-19) (-2.466076853870e-01 3.700855306742e-03 -2.872541511866e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((3.318303260841e-18 -3.738776505105e-18 3.102635437362e+01) (-1.980718021743e-17 2.611436473120e-17 1.697407617545e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.605               	((-1.099451746035e+00 3.820594106271e+00 -1.570886156475e-19) (-2.417358369944e-01 1.177507270690e-02 -6.471794544607e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-9.805455637134e-19 1.080471672537e-18 3.738334470200e+01) (-4.267556553293e-17 5.405480779463e-17 1.722492334445e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.61                	((-1.046754349912e+00 4.547196241227e+00 -4.483191269599e-19) (-2.190924334994e-01 2.228001004914e-02 -3.623008719529e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.829728148059e-18 3.285193036823e-18 4.235340094818e+01) (-2.346601922507e-17 2.981955227889e-17 1.645411180474e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.615               	((-9.263430457361e-01 5.483712500131e+00 -1.339007663352e-19) (-1.791171512935e-01 3.239801349015e-02 -4.594240803293e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-8.339700101923e-19 9.143660358566e-19 4.857177994755e+01) (-2.842460606671e-17 3.277067850870e-17 1.451177268537e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.62                	((-7.197924088902e-01 6.820278098594e+00 -4.265295321383e-20) (-1.237551517799e-01 3.777949241476e-02 -1.344518500463e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-2.958021809522e-19 5.284196818361e-19 5.758378707320e+01) (-8.312096953071e-18 9.932386325333e-18 1.124054338302e+00) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.625               	((-3.624730772761e-01 8.575939092636e+00 1.137794589893e-19) (-5.765993331235e-02 3.436841409422e-02 -7.592286993523e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((6.905855130541e-19 -7.421860047694e-19 6.920950504724e+01) (-4.705245047056e-18 7.248339117845e-18 6.678123681420e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.63                	((2.024096504440e-01 1.040351038665e+01 3.618583627259e-20) (7.775185062554e-03 2.029535433717e-02 9.255585240778e-19) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.240715565952e-19 -2.741164883886e-19 8.034982608636e+01) (5.595921353211e-18 -4.828336879122e-18 1.428071105293e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.635               	((9.399432184678e-01 1.178268298756e+01 -7.435031983735e-20) (5.932470607314e-02 -4.314488544992e-03 -3.237216937284e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-4.227407568549e-19 7.817783750502e-19 8.701844782967e+01) (-1.896005843173e-17 3.086751861414e-17 -3.688194822099e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.64                	((1.691148072539e+00 1.224154693237e+01 1.847217835580e-20) (8.589893940740e-02 -3.529331462297e-02 -3.326861608840e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.192311121846e-19 -1.118542306137e-19 8.643469139941e+01) (-1.852823499546e-17 3.387490841988e-17 -7.744586963453e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.645               	((2.201622941693e+00 1.140677201606e+01 2.622371671587e-19) (7.907254420071e-02 -6.590049782718e-02 -2.882699831202e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.528954690094e-18 -2.137585650006e-18 7.708515496654e+01) (-1.571378873071e-17 2.754496102256e-17 -9.795719311375e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.65                	((2.211458103204e+00 9.106569143948e+00 4.654077021021e-19) (3.835687654024e-02 -8.922638728506e-02 6.012274057432e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((2.612921382681e-18 -3.910780386435e-18 5.903932617727e+01) (3.352410433246e-17 -5.134267132839e-17 -9.363697419496e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.655               	((1.573695428348e+00 5.527072411169e+00 2.918388434180e-19) (-2.813188121388e-02 -9.905532900251e-02 2.374915757854e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.633609728036e-18 -2.439727606013e-18 3.452210740412e+01) (1.271542401273e-17 -2.189881038915e-17 -6.462878874197e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.66                	((4.333382542099e-01 1.378762765257e+00 -2.253893279485e-19) (-1.074534117674e-01 -9.568740881035e-02 4.940712620669e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.330480793578e-18 1.570127872028e-18 8.325821837454e+00) (2.435839897701e-17 -4.854372097760e-17 -1.881677912476e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.665               	((-8.473257170476e-01 -2.493462301029e+00 5.495177077183e-20) (-1.775232600165e-01 -8.898878944420e-02 -1.699352714969e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((3.515860073969e-19 -3.341547177671e-19 -1.493437672857e+01) (-8.964229800607e-17 1.480715372864e-16 2.371267576765e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.67                	((-1.908316764029e+00 -5.562874680846e+00 -2.417987005808e-20) (-2.288782856215e-01 -7.773918456916e-02 5.228620381004e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.596356753707e-19 1.196301611080e-19 -3.314807769174e+01) (2.945908939460e-17 -4.202993132851e-17 6.007688398816e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.675               	((-2.504018354240e+00 -7.578367818293e+00 3.021111041749e-19) (-2.526166257828e-01 -6.794047734088e-02 -1.265446871293e-17) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((1.680208183753e-18 -2.427728523585e-18 -4.573050875795e+01) (-6.369388454501e-17 1.184230744166e-16 8.066057140762e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.68                	((-2.723950903547e+00 -9.069408699576e+00 1.114145149828e-19) (-2.468516096319e-01 -6.835784335510e-02 6.499873069027e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((5.831805110454e-19 -9.778084609643e-19 -5.626369798054e+01) (3.465692355402e-17 -5.832690401718e-17 7.749883243925e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.685               	((-2.700741191132e+00 -1.062079170224e+01 -8.392680892000e-21) (-2.105336917531e-01 -7.928068279826e-02 6.051696622713e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-1.652286679370e-19 -2.523521597490e-19 -6.848976524948e+01) (3.726724241037e-17 -3.962063315164e-17 4.933810540810e-01) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
1.69                	((-2.469426299917e+00 -1.250802864209e+01 -9.321276457825e-19) (-1.417164432889e-01 -9.026222626036e-02 5.745811118605e-18) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00)) ((-5.277404204257e-18 7.686228817013e-18 -8.440602824007e+01) (3.112731103049e-17 -5.355763827697e-17 2.990681210041e-02) (0.000000000000e+00 0.000000000000e+00 0.000000000000e+00))
